0.079676,0.022662,0.017062,0.021073,0.017428,0.0056132,0.0038789,0.0034856,0.0035385,0.0027537,0.0031195,0.0027438,0.0013652,0.00033606,0.00043466,0.00028444,0.0001544,4.3774e-05,0.00010424,3.7587e-05,1.8182e-05,4.8256e-05,0,0,0,0,0,0,0,0
0.079645,0.022698,0.017096,0.021117,0.017459,0.005606,0.0038809,0.003471,0.0035161,0.0027524,0.0031328,0.0027407,0.0013585,0.0003394,0.00043906,0.0002805,0.00015396,4.3329e-05,0.00010352,3.6961e-05,1.7879e-05,4.7663e-05,0,0,0,0,0,0,0,0
0.079615,0.022734,0.017131,0.021161,0.01749,0.0055988,0.0038829,0.0034564,0.0034937,0.0027511,0.0031462,0.0027375,0.0013517,0.00034275,0.00044346,0.00027656,0.00015351,4.2884e-05,0.00010279,3.6334e-05,1.7576e-05,4.707e-05,0,0,0,0,0,0,0,0
0.079584,0.022771,0.017165,0.021206,0.017522,0.0055916,0.0038849,0.0034417,0.0034714,0.0027497,0.0031595,0.0027344,0.001345,0.00034609,0.00044786,0.00027262,0.00015307,4.244e-05,0.00010207,3.5708e-05,1.7273e-05,4.6478e-05,0,0,0,0,0,0,0,0
0.079553,0.022807,0.017199,0.02125,0.017553,0.0055844,0.0038869,0.0034271,0.003449,0.0027484,0.0031729,0.0027312,0.0013383,0.00034943,0.00045227,0.00026868,0.00015262,4.1995e-05,0.00010135,3.5081e-05,1.697e-05,4.5885e-05,0,0,0,0,0,0,0,0
0.079523,0.022843,0.017233,0.021294,0.017584,0.0055772,0.0038889,0.0034125,0.0034266,0.0027471,0.0031862,0.0027281,0.0013315,0.00035278,0.00045667,0.00026474,0.00015218,4.155e-05,0.00010063,3.4455e-05,1.6667e-05,4.5292e-05,0,0,0,0,0,0,0,0
0.079492,0.022879,0.017268,0.021338,0.017615,0.00557,0.0038909,0.0033979,0.0034042,0.0027458,0.0031996,0.0027249,0.0013248,0.00035612,0.00046107,0.0002608,0.00015173,4.1105e-05,9.9904e-05,3.3828e-05,1.6364e-05,4.4699e-05,0,0,0,0,0,0,0,0
0.079461,0.022916,0.017302,0.021383,0.017647,0.0055628,0.0038929,0.0033833,0.0033819,0.0027445,0.0032129,0.0027218,0.0013181,0.00035946,0.00046547,0.00025686,0.00015129,4.0661e-05,9.9181e-05,3.3202e-05,1.6061e-05,4.4106e-05,0,0,0,0,0,0,0,0
0.079431,0.022952,0.017336,0.021427,0.017678,0.0055556,0.0038949,0.0033687,0.0033595,0.0027432,0.0032263,0.0027186,0.0013113,0.00036281,0.00046987,0.00025293,0.00015084,4.0216e-05,9.8459e-05,3.2575e-05,1.5758e-05,4.3513e-05,0,0,0,0,0,0,0,0
0.0794,0.022988,0.01737,0.021471,0.017709,0.0055484,0.0038969,0.003354,0.0033371,0.0027419,0.0032396,0.0027155,0.0013046,0.00036615,0.00047427,0.00024899,0.0001504,3.9771e-05,9.7736e-05,3.1949e-05,1.5455e-05,4.2921e-05,0,0,0,0,0,0,0,0
0.079369,0.023024,0.017404,0.021515,0.01774,0.0055412,0.0038989,0.0033394,0.0033147,0.0027405,0.003253,0.0027123,0.0012979,0.00036949,0.00047868,0.00024505,0.00014996,3.9326e-05,9.7014e-05,3.1322e-05,1.5152e-05,4.2328e-05,0,0,0,0,0,0,0,0
0.079338,0.023061,0.017439,0.021559,0.017771,0.005534,0.0039009,0.0033248,0.0032924,0.0027392,0.0032663,0.0027092,0.0012911,0.00037284,0.00048308,0.00024111,0.00014951,3.8882e-05,9.6291e-05,3.0696e-05,1.4849e-05,4.1735e-05,0,0,0,0,0,0,0,0
0.079308,0.023097,0.017473,0.021604,0.017803,0.0055268,0.0039029,0.0033102,0.00327,0.0027379,0.0032797,0.0027061,0.0012844,0.00037618,0.00048748,0.00023717,0.00014907,3.8437e-05,9.5568e-05,3.007e-05,1.4546e-05,4.1142e-05,0,0,0,0,0,0,0,0
0.079277,0.023133,0.017507,0.021648,0.017834,0.0055196,0.0039049,0.0032956,0.0032476,0.0027366,0.003293,0.0027029,0.0012777,0.00037952,0.00049188,0.00023323,0.00014862,3.7992e-05,9.4846e-05,2.9443e-05,1.4243e-05,4.0549e-05,0,0,0,0,0,0,0,0
0.079246,0.023169,0.017542,0.021692,0.017865,0.0055124,0.0039069,0.0032809,0.0032252,0.0027353,0.0033064,0.0026998,0.0012709,0.00038287,0.00049628,0.00022929,0.00014818,3.7547e-05,9.4123e-05,2.8817e-05,1.394e-05,3.9957e-05,0,0,0,0,0,0,0,0
0.079216,0.023206,0.017576,0.021736,0.017896,0.0055052,0.0039089,0.0032663,0.0032029,0.002734,0.0033197,0.0026966,0.0012642,0.00038621,0.00050068,0.00022535,0.00014773,3.7102e-05,9.34e-05,2.819e-05,1.3637e-05,3.9364e-05,0,0,0,0,0,0,0,0
0.079185,0.023242,0.01761,0.02178,0.017927,0.0054979,0.0039109,0.0032517,0.0031805,0.0027326,0.003333,0.0026935,0.0012575,0.00038955,0.00050508,0.00022141,0.00014729,3.6658e-05,9.2678e-05,2.7564e-05,1.3333e-05,3.8771e-05,0,0,0,0,0,0,0,0
0.079154,0.023278,0.017644,0.021825,0.017959,0.0054907,0.0039129,0.0032371,0.0031581,0.0027313,0.0033464,0.0026903,0.0012507,0.0003929,0.00050949,0.00021747,0.00014684,3.6213e-05,9.1955e-05,2.6937e-05,1.303e-05,3.8178e-05,0,0,0,0,0,0,0,0
0.079124,0.023314,0.017678,0.021869,0.01799,0.0054835,0.0039149,0.0032225,0.0031357,0.00273,0.0033597,0.0026872,0.001244,0.00039624,0.00051389,0.00021353,0.0001464,3.5768e-05,9.1232e-05,2.6311e-05,1.2727e-05,3.7585e-05,0,0,0,0,0,0,0,0
0.079093,0.02335,0.017713,0.021913,0.018021,0.0054763,0.0039169,0.0032079,0.0031133,0.0027287,0.0033731,0.002684,0.0012373,0.00039958,0.00051829,0.00020959,0.00014595,3.5323e-05,9.051e-05,2.5684e-05,1.2424e-05,3.6992e-05,0,0,0,0,0,0,0,0
