4.7778e+11,1.1398e+12,1.2993e+08,8.5018e+07,3.0094e+09,2.4622e+08,1.179e+08,5.0728e+09,6.8586e+08,5.1475e+09,7.0049e+08,0,3.8433e-12,1.615e-10,3.1604e-10,3.4251e-11,2.9193e-09,1.8418e-09
4.7803e+11,1.1394e+12,1.2916e+08,8.4652e+07,3.0251e+09,2.4619e+08,1.1869e+08,5.0908e+09,6.8834e+08,5.1447e+09,6.992e+08,0,3.8476e-12,1.617e-10,3.1758e-10,3.4078e-11,2.9043e-09,1.8005e-09
4.7845e+11,1.1389e+12,1.2788e+08,8.4042e+07,3.0514e+09,2.4614e+08,1.2e+08,5.1208e+09,6.9247e+08,5.1401e+09,6.9705e+08,0,3.8548e-12,1.6204e-10,3.2014e-10,3.379e-11,2.8793e-09,1.7316e-09
4.7904e+11,1.1381e+12,1.2609e+08,8.3188e+07,3.0882e+09,2.4606e+08,1.2184e+08,5.1627e+09,6.9826e+08,5.1335e+09,6.9404e+08,0,3.8648e-12,1.6251e-10,3.2372e-10,3.3387e-11,2.8443e-09,1.6352e-09
4.7977e+11,1.1371e+12,1.24e+08,8.2164e+07,3.1342e+09,2.4595e+08,1.2391e+08,5.2156e+09,7.0533e+08,5.124e+09,6.8945e+08,0,3.8793e-12,1.6298e-10,3.2837e-10,3.2937e-11,2.8052e-09,1.5214e-09
4.8054e+11,1.1353e+12,1.2252e+08,8.1309e+07,3.1835e+09,2.4573e+08,1.2495e+08,5.2748e+09,7.1197e+08,5.1064e+09,6.8004e+08,0,3.9052e-12,1.6279e-10,3.3432e-10,3.275e-11,2.7881e-09,1.4357e-09
4.8145e+11,1.1332e+12,1.2083e+08,8.0318e+07,3.2408e+09,2.4546e+08,1.2618e+08,5.3434e+09,7.1968e+08,5.086e+09,6.6929e+08,0,3.937e-12,1.6269e-10,3.4133e-10,3.2543e-11,2.7693e-09,1.3375e-09
4.8252e+11,1.131e+12,1.1967e+08,7.9415e+07,3.2943e+09,2.4513e+08,1.2783e+08,5.4058e+09,7.267e+08,5.0681e+09,6.6158e+08,0,3.9911e-12,1.6421e-10,3.4907e-10,3.2502e-11,2.7648e-09,1.2632e-09
4.8372e+11,1.1284e+12,1.1836e+08,7.8391e+07,3.3549e+09,2.4477e+08,1.2969e+08,5.4764e+09,7.3466e+08,5.0478e+09,6.5284e+08,0,4.0523e-12,1.6592e-10,3.5784e-10,3.2455e-11,2.7597e-09,1.1791e-09
4.845e+11,1.1255e+12,1.1741e+08,7.7297e+07,3.4051e+09,2.4452e+08,1.3112e+08,5.5314e+09,7.41e+08,5.0238e+09,6.4216e+08,0,4.0855e-12,1.6622e-10,3.664e-10,3.2237e-11,2.7395e-09,1.0885e-09
4.8528e+11,1.1222e+12,1.1643e+08,7.6095e+07,3.4582e+09,2.4427e+08,1.3261e+08,5.5891e+09,7.4767e+08,4.9971e+09,6.3023e+08,0,4.1177e-12,1.6634e-10,3.7569e-10,3.1975e-11,2.7153e-09,9.889e-10
4.8624e+11,1.1185e+12,1.1549e+08,7.494e+07,3.4854e+09,2.4434e+08,1.3448e+08,5.6559e+09,7.5353e+08,4.9685e+09,6.1782e+08,0,4.1395e-12,1.6634e-10,3.8665e-10,3.1526e-11,2.6748e-09,8.9721e-10
4.8738e+11,1.1145e+12,1.1456e+08,7.3811e+07,3.4909e+09,2.447e+08,1.3671e+08,5.7313e+09,7.5878e+08,4.9377e+09,6.0484e+08,0,4.1527e-12,1.6623e-10,3.9918e-10,3.0912e-11,2.6202e-09,8.1105e-10
4.8858e+11,1.1101e+12,1.1339e+08,7.2485e+07,3.4899e+09,2.4512e+08,1.388e+08,5.809e+09,7.6352e+08,4.9058e+09,5.9195e+08,0,4.1551e-12,1.6571e-10,4.1163e-10,3.0191e-11,2.5563e-09,7.1879e-10
4.8973e+11,1.1057e+12,1.1096e+08,7.032e+07,3.4415e+09,2.4584e+08,1.3884e+08,5.8662e+09,7.6212e+08,4.8806e+09,5.8587e+08,0,4.0762e-12,1.6232e-10,4.1755e-10,2.9022e-11,2.4545e-09,6.252e-10
4.9096e+11,1.1011e+12,1.0835e+08,6.8006e+07,3.3897e+09,2.4662e+08,1.3889e+08,5.9274e+09,7.6063e+08,4.8537e+09,5.7937e+08,0,3.9918e-12,1.5869e-10,4.2388e-10,2.7772e-11,2.3456e-09,5.2515e-10
4.9221e+11,1.0962e+12,1.0437e+08,6.4877e+07,3.3307e+09,2.4756e+08,1.3652e+08,5.9578e+09,7.5469e+08,4.8264e+09,5.734e+08,0,3.7953e-12,1.5059e-10,4.1884e-10,2.63e-11,2.2185e-09,4.4144e-10
4.935e+11,1.0911e+12,9.9232e+07,6.105e+07,3.265e+09,2.4863e+08,1.3215e+08,5.9636e+09,7.4506e+08,4.7985e+09,5.6781e+08,0,3.5053e-12,1.3875e-10,4.0449e-10,2.463e-11,2.0752e-09,3.7007e-10
4.9487e+11,1.0856e+12,9.3796e+07,5.7004e+07,3.1957e+09,2.4977e+08,1.2754e+08,5.9698e+09,7.3488e+08,4.7689e+09,5.619e+08,0,3.1988e-12,1.2625e-10,3.8933e-10,2.2866e-11,1.9237e-09,2.9462e-10
4.9583e+11,1.0795e+12,8.4823e+07,5.1108e+07,3.1366e+09,2.5118e+08,1.1695e+08,5.9768e+09,7.1343e+08,4.7377e+09,5.5532e+08,0,2.9305e-12,1.145e-10,3.6947e-10,2.1051e-11,1.7696e-09,2.5281e-10
4.968e+11,1.073e+12,7.5102e+07,4.4765e+07,3.0758e+09,2.5268e+08,1.053e+08,5.9841e+09,6.8994e+08,4.7048e+09,5.4839e+08,0,2.6533e-12,1.0228e-10,3.4825e-10,1.9147e-11,1.6081e-09,2.1221e-10
4.9767e+11,1.0661e+12,6.6314e+07,3.8896e+07,3.0157e+09,2.542e+08,9.399e+07,5.9892e+09,6.6712e+08,4.6707e+09,5.4133e+08,0,2.3886e-12,9.0614e-11,3.2693e-10,1.7257e-11,1.4479e-09,1.7274e-10
4.9788e+11,1.0589e+12,6.3539e+07,3.6332e+07,2.9696e+09,2.5553e+08,8.6253e+07,5.9821e+09,6.5157e+08,4.6368e+09,5.3498e+08,0,2.23e-12,8.3649e-11,3.0889e-10,1.5765e-11,1.3218e-09,1.4566e-10
