0,0,0,0,0,0,5.6556e-15,0,0,0,0,0
0,0,0,0,0,0,5.7443e-15,0,0,0,0,0
0,0,0,0,0,0,5.8329e-15,0,0,0,0,0
0,0,0,0,0,0,5.9216e-15,0,0,0,0,0
0,0,0,0,0,0,6.0102e-15,0,0,0,0,0
0,0,0,0,0,0,6.0989e-15,0,0,0,0,0
0,0,0,0,0,0,6.1875e-15,0,0,0,0,0
0,0,0,0,0,0,6.2762e-15,0,0,0,0,0
0,0,0,0,0,0,6.3649e-15,0,0,0,0,0
0,0,0,0,0,0,6.4535e-15,0,0,0,0,0
0,0,0,0,0,0,6.5422e-15,0,0,0,0,0
0,0,0,0,0,0,6.6308e-15,0,0,0,0,0
0,0,0,0,0,0,6.7195e-15,0,0,0,0,0
0,0,0,0,0,0,6.8081e-15,0,0,0,0,0
0,0,0,0,0,0,6.8968e-15,0,0,0,0,0
0,0,0,0,0,0,6.9854e-15,0,0,0,0,0
0,0,0,0,0,0,7.0741e-15,0,0,0,0,0
0,0,0,0,0,0,7.1628e-15,0,0,0,0,0
0,0,0,0,0,0,7.2514e-15,0,0,0,0,0
0,0,0,0,0,0,7.3401e-15,0,0,0,0,0
0,0,0,0,0,0,7.4287e-15,0,0,0,0,0
0,0,0,0,0,0,7.5174e-15,0,0,0,0,0
0,0,0,0,0,0,7.606e-15,0,0,0,0,0
0,0,0,0,0,0,7.6947e-15,0,0,0,0,0
0,0,0,0,0,0,7.7834e-15,0,0,0,0,0
0,0,0,0,0,0,7.872e-15,0,0,0,0,0
0,0,0,0,0,0,7.9607e-15,0,0,0,0,0
0,0,0,0,0,0,8.0493e-15,0,0,0,0,0
0,0,0,0,0,0,8.138e-15,0,0,0,0,0
0,0,0,0,0,0,8.2266e-15,0,0,0,0,0
0,0,0,0,0,0,8.3153e-15,0,0,0,0,0
0,0,0,0,0,0,8.404e-15,0,0,0,0,0
0,0,0,0,0,0,8.4926e-15,0,0,0,0,0
0,0,0,0,0,0,8.5813e-15,0,0,0,0,0
