0,0,0,0,0,0,5.0866e-16,0,0,0,0,0
0,0,0,0,0,0,5.1663e-16,0,0,0,0,0
0,0,0,0,0,0,5.2461e-16,0,0,0,0,0
0,0,0,0,0,0,5.3258e-16,0,0,0,0,0
0,0,0,0,0,0,5.4055e-16,0,0,0,0,0
0,0,0,0,0,0,5.4852e-16,0,0,0,0,0
0,0,0,0,0,0,5.565e-16,0,0,0,0,0
0,0,0,0,0,0,5.6447e-16,0,0,0,0,0
0,0,0,0,0,0,5.7244e-16,0,0,0,0,0
0,0,0,0,0,0,5.8042e-16,0,0,0,0,0
0,0,0,0,0,0,5.8839e-16,0,0,0,0,0
0,0,0,0,0,0,5.9636e-16,0,0,0,0,0
0,0,0,0,0,0,6.0434e-16,0,0,0,0,0
0,0,0,0,0,0,6.1231e-16,0,0,0,0,0
0,0,0,0,0,0,6.2028e-16,0,0,0,0,0
0,0,0,0,0,0,6.2825e-16,0,0,0,0,0
0,0,0,0,0,0,6.3623e-16,0,0,0,0,0
0,0,0,0,0,0,6.442e-16,0,0,0,0,0
0,0,0,0,0,0,6.5217e-16,0,0,0,0,0
0,0,0,0,0,0,6.6015e-16,0,0,0,0,0
0,0,0,0,0,0,6.6812e-16,0,0,0,0,0
0,0,0,0,0,0,6.7609e-16,0,0,0,0,0
0,0,0,0,0,0,6.8407e-16,0,0,0,0,0
0,0,0,0,0,0,6.9204e-16,0,0,0,0,0
0,0,0,0,0,0,7.0001e-16,0,0,0,0,0
0,0,0,0,0,0,7.0798e-16,0,0,0,0,0
0,0,0,0,0,0,7.1596e-16,0,0,0,0,0
0,0,0,0,0,0,7.2393e-16,0,0,0,0,0
0,0,0,0,0,0,7.319e-16,0,0,0,0,0
0,0,0,0,0,0,7.3988e-16,0,0,0,0,0
0,0,0,0,0,0,7.4785e-16,0,0,0,0,0
0,0,0,0,0,0,7.5582e-16,0,0,0,0,0
0,0,0,0,0,0,7.638e-16,0,0,0,0,0
0,0,0,0,0,0,7.7177e-16,0,0,0,0,0
0,0,0,0,0,0,7.7974e-16,0,0,0,0,0
0,0,0,0,0,0,7.8771e-16,0,0,0,0,0
0,0,0,0,0,0,7.9569e-16,0,0,0,0,0
0,0,0,0,0,0,8.0366e-16,0,0,0,0,0
0,0,0,0,0,0,8.1163e-16,0,0,0,0,0
0,0,0,0,0,0,8.1961e-16,0,0,0,0,0
0,0,0,0,0,0,8.2758e-16,0,0,0,0,0
0,0,0,0,0,0,8.3555e-16,0,0,0,0,0
0,0,0,0,0,0,8.4353e-16,0,0,0,0,0
0,0,0,0,0,0,8.515e-16,0,0,0,0,0
