1.2753e+11,9.641e+12,0.0026009,1.2173e+09,0,7.7168e+09,5.9033e+08,1.0259e+10,2.5781e+11,3.302e+10,5.8081e+09,1.7858e+12,1.4076e-09,3.0608e-08,6.0515e-10,1.7277e-12,1.4712e-10,4.0798e-11
1.2935e+11,9.6252e+12,0.0026001,1.1939e+09,0,7.7027e+09,6.1836e+08,1.0857e+10,2.5955e+11,3.2971e+10,5.8062e+09,1.7649e+12,1.4125e-09,3.0627e-08,6.1143e-10,1.8404e-12,1.5192e-10,4.6099e-11
1.3238e+11,9.5989e+12,0.0025987,1.1549e+09,0,7.6792e+09,6.6508e+08,1.1854e+10,2.6246e+11,3.289e+10,5.8032e+09,1.7299e+12,1.4206e-09,3.066e-08,6.2191e-10,2.0284e-12,1.5992e-10,5.4934e-11
1.3662e+11,9.562e+12,0.0025968,1.1002e+09,0,7.6463e+09,7.3049e+08,1.3249e+10,2.6653e+11,3.2776e+10,5.7988e+09,1.681e+12,1.4321e-09,3.0705e-08,6.3657e-10,2.2916e-12,1.7111e-10,6.7303e-11
1.4276e+11,9.5107e+12,0.0025941,1.031e+09,0,7.5873e+09,8.2409e+08,1.5145e+10,2.7142e+11,3.2622e+10,5.7889e+09,1.6157e+12,1.4477e-09,3.0768e-08,6.573e-10,2.6243e-12,1.8775e-10,8.0207e-11
1.5393e+11,9.4271e+12,0.00259,9.5196e+08,0,7.4265e+09,9.8884e+08,1.8003e+10,2.756e+11,3.2398e+10,5.753e+09,1.5225e+12,1.4718e-09,3.0864e-08,6.9255e-10,3.0013e-12,2.2002e-10,8.008e-11
1.7026e+11,9.3164e+12,0.0025852,8.6083e+08,1.4925e+07,7.1876e+09,1.2174e+09,2.2046e+10,2.7946e+11,3.2092e+10,5.7059e+09,1.3995e+12,1.5045e-09,3.0988e-08,7.4105e-10,3.5652e-12,2.6718e-10,7.993e-11
2.2915e+11,9.0353e+12,0.0025796,7.8522e+08,2.2351e+08,6.2846e+09,1.9151e+09,3.5242e+10,2.7016e+11,3.1202e+10,5.5918e+09,1.0917e+12,1.5972e-09,3.1256e-08,8.8465e-10,5.7351e-12,4.3722e-10,7.9757e-11
2.9591e+11,8.7167e+12,0.0025733,6.9954e+08,4.5991e+08,5.2612e+09,2.7059e+09,5.0198e+10,2.5962e+11,3.0193e+10,5.4624e+09,7.4294e+11,1.7022e-09,3.156e-08,1.0474e-09,8.1944e-12,6.2992e-10,7.9561e-11
3.4144e+11,8.5872e+12,0.0025662,6.8784e+08,4.8634e+08,4.6276e+09,3.3071e+09,6.3262e+10,2.388e+11,2.9797e+10,5.434e+09,5.8488e+11,1.7563e-09,3.1886e-08,1.1269e-09,9.967e-12,7.5382e-10,7.9344e-11
3.8802e+11,8.4732e+12,0.0025584,6.8575e+08,4.8487e+08,3.9933e+09,3.9351e+09,7.723e+10,2.1463e+11,2.9454e+10,5.4175e+09,4.4009e+11,1.8079e-09,3.2244e-08,1.2016e-09,1.18e-11,8.7895e-10,7.9103e-11
4.0985e+11,8.4091e+12,0.00255,6.8347e+08,4.8326e+08,3.63e+09,4.2525e+09,8.4417e+10,2.0166e+11,2.9261e+10,5.425e+09,3.6802e+11,1.8353e-09,3.2513e-08,1.2332e-09,1.2611e-11,9.3415e-10,7.884e-11
4.1099e+11,8.3863e+12,0.0025408,6.8101e+08,4.8151e+08,3.4917e+09,4.3109e+09,8.5951e+10,1.9802e+11,2.9194e+10,5.4528e+09,3.5665e+11,1.8425e-09,3.2708e-08,1.2288e-09,1.2565e-11,9.3077e-10,7.8556e-11
4.1219e+11,8.3619e+12,0.0025308,6.7047e+08,4.7963e+08,3.3496e+09,4.3704e+09,8.7548e+10,1.942e+11,2.912e+10,5.4842e+09,3.4462e+11,1.8494e-09,3.29e-08,1.2217e-09,1.2497e-11,9.2548e-10,7.8249e-11
4.1326e+11,8.3374e+12,0.0025202,6.0482e+08,4.7762e+08,3.2466e+09,4.4099e+09,8.8862e+10,1.909e+11,2.9033e+10,5.5263e+09,3.3341e+11,1.8504e-09,3.2968e-08,1.199e-09,1.229e-11,9.0839e-10,7.7921e-11
4.1441e+11,8.3111e+12,0.0025089,5.3465e+08,4.7547e+08,3.1365e+09,4.452e+09,9.0267e+10,1.8736e+11,2.894e+10,5.5712e+09,3.2142e+11,1.8515e-09,3.3041e-08,1.1746e-09,1.2069e-11,8.9012e-10,7.7571e-11
4.1836e+11,8.2838e+12,0.0024969,5.0198e+08,4.732e+08,3.0346e+09,4.4894e+09,9.2195e+10,1.8204e+11,2.8875e+10,5.6223e+09,3.0399e+11,1.8479e-09,3.3008e-08,1.151e-09,1.1854e-11,8.7953e-10,7.72e-11
4.2463e+11,8.2554e+12,0.0024842,4.9943e+08,4.708e+08,2.9382e+09,4.5233e+09,9.4572e+10,1.7521e+11,2.8831e+10,5.6788e+09,2.8192e+11,1.8405e-09,3.2888e-08,1.1279e-09,1.1642e-11,8.7506e-10,7.6808e-11
4.3126e+11,8.2254e+12,0.0024708,4.9674e+08,4.6826e+08,2.8362e+09,4.5591e+09,9.7084e+10,1.6798e+11,2.8785e+10,5.7386e+09,2.586e+11,1.8326e-09,3.2762e-08,1.1034e-09,1.1418e-11,8.7035e-10,7.6394e-11
4.4468e+11,8.1887e+12,0.0024569,4.9393e+08,4.6561e+08,2.8343e+09,4.6103e+09,9.9916e+10,1.5937e+11,2.8719e+10,5.8218e+09,2.3486e+11,1.8191e-09,3.2545e-08,1.076e-09,1.1212e-11,8.5443e-10,7.5962e-11
4.5935e+11,8.1498e+12,0.0024422,4.9098e+08,4.6283e+08,2.8416e+09,4.6654e+09,1.0291e+11,1.5023e+11,2.8647e+10,5.9112e+09,2.0998e+11,1.8046e-09,3.2309e-08,1.0471e-09,1.0998e-11,8.3672e-10,7.5509e-11
