215	1.67000000000000e-21	-0.0104600000000000	8.34600000000000e-05	-1.64300000000000e-07
216	1.80000000000000e-21	-0.00919200000000000	7.35700000000000e-05	-1.45100000000000e-07
217	1.96000000000000e-21	-0.00623300000000000	5.03900000000000e-05	-1.00100000000000e-07
218	2.12000000000000e-21	-0.00319000000000000	2.65100000000000e-05	-5.35900000000000e-08
219	2.28000000000000e-21	-0.00100200000000000	9.31400000000000e-06	-2.00300000000000e-08
220	2.46000000000000e-21	0.000410400000000000	-1.80700000000000e-06	1.67900000000000e-09
221	2.70000000000000e-21	0.00156700000000000	-1.09000000000000e-05	1.93600000000000e-08
222	2.94000000000000e-21	0.00296200000000000	-2.18300000000000e-05	4.05800000000000e-08
223	3.18000000000000e-21	0.00483900000000000	-3.65100000000000e-05	6.90900000000000e-08
224	3.46000000000000e-21	0.00694000000000000	-5.29300000000000e-05	1.00900000000000e-07
225	3.80000000000000e-21	0.00859800000000000	-6.58800000000000e-05	1.26000000000000e-07
226	4.19000000000000e-21	0.00938000000000000	-7.20000000000000e-05	1.37900000000000e-07
227	4.56000000000000e-21	0.00955100000000000	-7.33600000000000e-05	1.40600000000000e-07
228	4.92000000000000e-21	0.00970500000000000	-7.46200000000000e-05	1.43100000000000e-07
229	5.35000000000000e-21	0.0100800000000000	-7.76100000000000e-05	1.48900000000000e-07
230	5.84000000000000e-21	0.0104100000000000	-8.02300000000000e-05	1.54100000000000e-07
231	6.37000000000000e-21	0.0103900000000000	-8.00200000000000e-05	1.53600000000000e-07
232	6.93000000000000e-21	0.0100100000000000	-7.70700000000000e-05	1.47900000000000e-07
233	7.50000000000000e-21	0.00953400000000000	-7.33200000000000e-05	1.40600000000000e-07
234	8.15000000000000e-21	0.00913800000000000	-7.02200000000000e-05	1.34600000000000e-07
235	8.85000000000000e-21	0.00885100000000000	-6.79900000000000e-05	1.30200000000000e-07
236	9.56000000000000e-21	0.00863800000000000	-6.63400000000000e-05	1.27000000000000e-07
237	1.03000000000000e-20	0.00847100000000000	-6.50400000000000e-05	1.24500000000000e-07
238	1.11000000000000e-20	0.00831800000000000	-6.38500000000000e-05	1.22200000000000e-07
239	1.21000000000000e-20	0.00812500000000000	-6.23500000000000e-05	1.19300000000000e-07
240	1.30000000000000e-20	0.00786100000000000	-6.03100000000000e-05	1.15300000000000e-07
241	1.40000000000000e-20	0.00755400000000000	-5.79300000000000e-05	1.10700000000000e-07
242	1.50000000000000e-20	0.00726800000000000	-5.57100000000000e-05	1.06400000000000e-07
243	1.60000000000000e-20	0.00703500000000000	-5.39000000000000e-05	1.02900000000000e-07
244	1.72000000000000e-20	0.00683800000000000	-5.23700000000000e-05	9.99400000000000e-08
245	1.83000000000000e-20	0.00664900000000000	-5.09300000000000e-05	9.71800000000000e-08
246	1.95000000000000e-20	0.00647200000000000	-4.96000000000000e-05	9.46400000000000e-08
247	2.07000000000000e-20	0.00632600000000000	-4.85000000000000e-05	9.25600000000000e-08
248	2.20000000000000e-20	0.00621000000000000	-4.76300000000000e-05	9.09100000000000e-08
249	2.33000000000000e-20	0.00609900000000000	-4.68000000000000e-05	8.93600000000000e-08
250	2.47000000000000e-20	0.00597200000000000	-4.58700000000000e-05	8.76300000000000e-08
251	2.60000000000000e-20	0.00583200000000000	-4.48600000000000e-05	8.57600000000000e-08
252	2.74000000000000e-20	0.00569700000000000	-4.38900000000000e-05	8.39900000000000e-08
253	2.87000000000000e-20	0.00558100000000000	-4.30600000000000e-05	8.24900000000000e-08
