290	1.64000000000000e-18	-41.1962000000000
291	1.49000000000000e-18	-46.6695000000000
292	1.35000000000000e-18	-57.6878000000000
293	1.21000000000000e-18	-58.7312000000000
294	1.05000000000000e-18	-56.5597000000000
295	9.35000000000000e-19	-58.2783000000000
296	8.53000000000000e-19	-72.0411000000000
297	7.64000000000000e-19	-76.9627000000000
298	6.71000000000000e-19	-80.4860000000000
299	5.78000000000000e-19	-74.5513000000000
300	5.24000000000000e-19	-85.5084000000000
301	4.68000000000000e-19	-91.6449000000000
302	4.10000000000000e-19	-90.0843000000000
303	3.75000000000000e-19	-105.549500000000
304	3.24000000000000e-19	-97.2401000000000
305	2.94000000000000e-19	-113.429500000000
306	2.59000000000000e-19	-110.728300000000
307	2.34000000000000e-19	-122.428900000000
308	2.08000000000000e-19	-129.903700000000
309	1.92000000000000e-19	-138.484900000000
310	1.65000000000000e-19	-145.888200000000
311	1.47000000000000e-19	-138.618600000000
312	1.31000000000000e-19	-148.675600000000
313	1.17000000000000e-19	-156.369200000000
314	1.04000000000000e-19	-154.511900000000
315	9.67000000000000e-20	-181.342800000000
316	8.62000000000000e-20	-175.952600000000
317	7.94000000000000e-20	-195.219400000000
318	7.04000000000000e-20	-197.280400000000
319	6.78000000000000e-20	-250.133400000000
320	5.05000000000000e-20	-151.891700000000
321	6.20000000000000e-20	-320.372300000000
322	4.09000000000000e-20	-181.178800000000
323	4.49000000000000e-20	-258.955800000000
324	4.92000000000000e-20	-398.679100000000
325	2.87000000000000e-20	-182.126200000000
326	3.49000000000000e-20	-335.212200000000
327	3.02000000000000e-20	-370.353400000000
328	2.14000000000000e-20	-197.564000000000
329	3.75000000000000e-20	-509.332400000000
330	2.31000000000000e-20	-427.870700000000
331	1.48000000000000e-20	-200.890300000000
332	2.30000000000000e-20	-482.639200000000
333	1.42000000000000e-20	-403.497800000000
334	1.11000000000000e-20	-271.327400000000
335	1.23000000000000e-20	-492.577500000000
336	1.53000000000000e-20	-595.142300000000
337	7.56000000000000e-21	-268.011600000000
338	7.82000000000000e-21	-378.547400000000
339	1.88000000000000e-20	-774.025000000000
340	6.98000000000000e-21	-395.874900000000
341	7.80000000000000e-21	-556.791100000000
342	1.58000000000000e-20	-907.186100000000
343	1.61000000000000e-20	-865.598700000000
344	2.41000000000000e-21	-216.471900000000
345	3.49000000000000e-21	-462.702500000000
346	1.90000000000000e-20	-1023.18860000000
347	3.42000000000000e-21	-589.545100000000
348	3.82000000000000e-21	-680.715100000000
349	1.52000000000000e-20	-1152.96970000000
