74243,74198,74122,74015,73879,73712,73516,73290,73035,72751,72438,72097,71730,71336,70916,70470,70000,69504,68985,68442,67876,67287,66675,66043,65389,64714,64019,63306,62575,61824,61057,60275,59476,58662,57837,56997,56145,55283,54407,53525,52632
74235,74189,74113,74007,73871,73704,73508,73282,73027,72742,72430,72089,71722,71328,70908,70462,69992,69497,68977,68435,67868,67279,66668,66036,65382,64707,64012,63299,62568,61817,61050,60268,59469,58655,57830,56990,56138,55277,54401,53518,52626
74227,74181,74105,73999,73862,73696,73500,73274,73019,72734,72422,72081,71714,71320,70900,70455,69984,69489,68970,68427,67861,67272,66660,66028,65374,64700,64004,63292,62560,61810,61043,60261,59462,58648,57824,56983,56131,55270,54394,53512,52620
74218,74173,74097,73991,73854,73688,73492,73266,73010,72726,72414,72073,71706,71312,70892,70447,69976,69481,68962,68419,67853,67264,66653,66021,65367,64692,63997,63285,62553,61803,61036,60254,59455,58641,57817,56977,56125,55264,54388,53506,52613
74210,74165,74089,73982,73846,73680,73483,73258,73002,72718,72406,72065,71698,71304,70884,70439,69968,69473,68954,68412,67846,67257,66645,66013,65360,64685,63990,63277,62546,61796,61029,60247,59448,58634,57810,56970,56118,55257,54381,53499,52607
74202,74156,74080,73974,73838,73671,73475,73249,72994,72710,72397,72057,71690,71296,70876,70431,69961,69466,68947,68404,67838,67249,66638,66006,65352,64678,63982,63270,62539,61788,61022,60240,59441,58628,57803,56963,56112,55251,54375,53493,52601
74194,74148,74072,73966,73829,73663,73467,73241,72986,72702,72389,72049,71682,71288,70869,70423,69953,69458,68939,68396,67830,67241,66630,65998,65345,64670,63975,63263,62532,61781,61015,60233,59434,58621,57797,56957,56105,55244,54368,53487,52595
74185,74140,74064,73958,73821,73655,73459,73233,72978,72694,72381,72041,71674,71280,70861,70415,69945,69450,68931,68388,67823,67234,66623,65991,65337,64663,63968,63256,62524,61774,61008,60226,59427,58614,57790,56950,56099,55238,54362,53480,52588
74177,74131,74055,73949,73813,73647,73451,73225,72970,72686,72373,72033,71666,71272,70853,70407,69937,69442,68923,68381,67815,67226,66615,65983,65330,64656,63960,63248,62517,61767,61001,60219,59421,58607,57783,56943,56092,55231,54356,53474,52582
74169,74123,74047,73941,73805,73638,73442,73217,72962,72678,72365,72025,71658,71264,70845,70399,69929,69434,68916,68373,67807,67219,66608,65976,65322,64648,63953,63241,62510,61760,60993,60212,59414,58600,57776,56937,56085,55225,54349,53468,52576
74160,74115,74039,73933,73797,73630,73434,73208,72953,72669,72357,72017,71650,71256,70837,70391,69921,69427,68908,68365,67800,67211,66600,65968,65315,64641,63946,63234,62503,61753,60986,60205,59407,58594,57770,56930,56079,55218,54343,53461,52569
74152,74107,74031,73925,73788,73622,73426,73200,72945,72661,72349,72009,71642,71248,70829,70384,69913,69419,68900,68358,67792,67203,66593,65961,65308,64633,63938,63227,62496,61746,60979,60198,59400,58587,57763,56923,56072,55212,54336,53455,52563
74144,74098,74022,73916,73780,73614,73418,73192,72937,72653,72341,72001,71634,71240,70821,70376,69906,69411,68892,68350,67784,67196,66585,65953,65300,64626,63931,63219,62489,61739,60972,60191,59393,58580,57756,56917,56066,55205,54330,53449,52557
74136,74090,74014,73908,73772,73606,73410,73184,72929,72645,72333,71993,71626,71232,70813,70368,69898,69403,68885,68342,67777,67188,66577,65946,65293,64619,63924,63212,62481,61732,60965,60184,59386,58573,57749,56910,56059,55199,54323,53442,52551
74127,74082,74006,73900,73764,73597,73401,73176,72921,72637,72325,71985,71618,71225,70805,70360,69890,69395,68877,68335,67769,67181,66570,65938,65285,64611,63916,63205,62474,61724,60958,60177,59379,58566,57743,56903,56052,55192,54317,53436,52544
74119,74073,73998,73892,73755,73589,73393,73168,72913,72629,72317,71977,71610,71217,70797,70352,69882,69388,68869,68327,67761,67173,66562,65931,65278,64604,63909,63198,62467,61717,60951,60170,59372,58559,57736,56897,56046,55186,54311,53429,52538
74111,74065,73989,73883,73747,73581,73385,73159,72905,72621,72309,71969,71602,71209,70789,70344,69874,69380,68861,68319,67754,67165,66555,65923,65270,64597,63902,63190,62460,61710,60944,60163,59365,58553,57729,56890,56039,55179,54304,53423,52532
74102,74057,73981,73875,73739,73573,73377,73151,72896,72613,72300,71961,71594,71201,70781,70336,69866,69372,68854,68312,67746,67158,66547,65916,65263,64589,63895,63183,62453,61703,60937,60156,59358,58546,57722,56883,56033,55173,54298,53417,52526
74094,74049,73973,73867,73731,73564,73369,73143,72888,72605,72292,71953,71586,71193,70773,70328,69859,69364,68846,68304,67739,67150,66540,65908,65256,64582,63887,63176,62445,61696,60930,60149,59352,58539,57716,56877,56026,55166,54291,53410,52519
74086,74040,73965,73858,73722,73556,73360,73135,72880,72596,72284,71944,71578,71185,70765,70320,69851,69356,68838,68296,67731,67143,66532,65901,65248,64574,63880,63169,62438,61689,60923,60142,59345,58532,57709,56870,56019,55160,54285,53404,52513
74078,74032,73956,73850,73714,73548,73352,73127,72872,72588,72276,71936,71570,71177,70757,70313,69843,69349,68830,68288,67723,67135,66525,65893,65241,64567,63873,63161,62431,61682,60916,60135,59338,58525,57702,56863,56013,55153,54278,53398,52507
