-1.5835,-6.3341,-10.855,-11.748,-12.685,-13.553,-14.348,-15.155,-15.959,-16.734,-17.415,-17.906,-18.118,-18.035,-17.713,-17.215,-16.598,-15.89,-15.109,-14.259,-13.352,-12.411,-11.463,-10.509,-9.5644,-8.6344,-7.7207,-6.8567,-6.0355,-5.2731,-4.632,-4.1476,-3.7771,-3.5656,-3.6022,-3.7548,-4.0587,-4.4327,-4.8385,-5.2614,-5.6552
-1.584,-6.3362,-10.858,-11.751,-12.688,-13.557,-14.352,-15.159,-15.963,-16.739,-17.421,-17.913,-18.124,-18.041,-17.717,-17.218,-16.598,-15.888,-15.105,-14.253,-13.344,-12.402,-11.453,-10.498,-9.5535,-8.6232,-7.7096,-6.8465,-6.0268,-5.2663,-4.6276,-4.1459,-3.7783,-3.5701,-3.6096,-3.7651,-4.0716,-4.4478,-4.8558,-5.28,-5.675
-1.5846,-6.3382,-10.861,-11.755,-12.691,-13.56,-14.355,-15.162,-15.968,-16.743,-17.426,-17.919,-18.13,-18.046,-17.721,-17.22,-16.599,-15.887,-15.101,-14.246,-13.337,-12.393,-11.443,-10.488,-9.5425,-8.612,-7.6985,-6.8362,-6.0181,-5.2596,-4.6231,-4.1442,-3.7796,-3.5746,-3.6171,-3.7755,-4.0844,-4.463,-4.873,-5.2986,-5.6948
-1.5851,-6.3403,-10.865,-11.758,-12.695,-13.563,-14.358,-15.166,-15.972,-16.748,-17.432,-17.925,-18.136,-18.051,-17.725,-17.223,-16.6,-15.885,-15.097,-14.24,-13.329,-12.384,-11.433,-10.477,-9.5315,-8.6008,-7.6874,-6.826,-6.0094,-5.2529,-4.6187,-4.1425,-3.7809,-3.579,-3.6246,-3.7858,-4.0973,-4.4781,-4.8902,-5.3172,-5.7146
-1.5856,-6.3423,-10.868,-11.761,-12.698,-13.567,-14.362,-15.17,-15.976,-16.753,-17.437,-17.931,-18.142,-18.056,-17.729,-17.226,-16.601,-15.883,-15.093,-14.234,-13.321,-12.374,-11.423,-10.467,-9.5206,-8.5897,-7.6763,-6.8158,-6.0007,-5.2462,-4.6143,-4.1408,-3.7822,-3.5835,-3.6321,-3.7962,-4.1101,-4.4933,-4.9075,-5.3358,-5.7344
-1.5861,-6.3443,-10.872,-11.765,-12.701,-13.57,-14.365,-15.174,-15.981,-16.758,-17.443,-17.937,-18.148,-18.062,-17.734,-17.229,-16.601,-15.882,-15.089,-14.228,-13.313,-12.365,-11.413,-10.456,-9.5096,-8.5785,-7.6652,-6.8056,-5.992,-5.2395,-4.6099,-4.1392,-3.7835,-3.588,-3.6396,-3.8065,-4.123,-4.5084,-4.9247,-5.3544,-5.7543
-1.5866,-6.3464,-10.875,-11.768,-12.705,-13.573,-14.369,-15.178,-15.985,-16.763,-17.449,-17.943,-18.154,-18.067,-17.738,-17.232,-16.602,-15.88,-15.085,-14.221,-13.305,-12.356,-11.402,-10.445,-9.4986,-8.5673,-7.6541,-6.7954,-5.9832,-5.2328,-4.6055,-4.1375,-3.7847,-3.5925,-3.6471,-3.8169,-4.1358,-4.5235,-4.942,-5.373,-5.7741
-1.5871,-6.3484,-10.878,-11.771,-12.708,-13.577,-14.372,-15.182,-15.989,-16.768,-17.454,-17.949,-18.16,-18.072,-17.742,-17.234,-16.603,-15.879,-15.081,-14.215,-13.297,-12.347,-11.392,-10.435,-9.4877,-8.5561,-7.643,-6.7851,-5.9745,-5.226,-4.6011,-4.1358,-3.786,-3.597,-3.6546,-3.8272,-4.1487,-4.5387,-4.9592,-5.3916,-5.7939
-1.5876,-6.3505,-10.882,-11.775,-12.711,-13.58,-14.376,-15.186,-15.994,-16.773,-17.46,-17.955,-18.166,-18.077,-17.746,-17.237,-16.604,-15.877,-15.077,-14.209,-13.289,-12.338,-11.382,-10.424,-9.4767,-8.545,-7.6319,-6.7749,-5.9658,-5.2193,-4.5967,-4.1341,-3.7873,-3.6014,-3.6621,-3.8376,-4.1615,-4.5538,-4.9765,-5.4102,-5.8137
-1.5881,-6.3525,-10.885,-11.778,-12.714,-13.583,-14.379,-15.19,-15.998,-16.778,-17.466,-17.962,-18.172,-18.082,-17.75,-17.24,-16.604,-15.876,-15.073,-14.203,-13.281,-12.329,-11.372,-10.414,-9.4658,-8.5338,-7.6208,-6.7647,-5.9571,-5.2126,-4.5922,-4.1324,-3.7886,-3.6059,-3.6696,-3.8479,-4.1744,-4.569,-4.9937,-5.4288,-5.8335
